	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)
	spk_r4	spk_r5	spk_r6	spk_r7	col_r4	col_r5	col_r6	col_r7	lib_r4	lib_r5	lib_r6	lib_r7
VARIABLES	spk	spk	spk	spk	col	col	col	col	lib	lib	lib	lib
												
spk	.	.	.	.								
	(.)	(.)	(.)	(.)								
	[. - .]	[. - .]	[. - .]	[. - .]								
	.	.	.	.								
	[0.263 - 1.614]	[0.307 - 1.645]	[0.285 - 1.636]	[0.332 - 1.671]	[-0.791 - 0.613]	[-0.794 - 0.602]	[-0.758 - 0.649]	[-0.762 - 0.633]	[-0.281 - 0.776]	[-0.300 - 0.770]	[-0.265 - 0.794]	[-0.292 - 0.776]
	0.006	0.004	0.005	0.003	0.803	0.788	0.879	0.856	0.359	0.389	0.328	0.374
4.educ4	1.278	1.317	1.305	1.346	0.669	0.667	0.715	0.722	0.920	0.923	0.938	0.927
	(0.360)	(0.357)	(0.360)	(0.357)	(0.373)	(0.370)	(0.373)	(0.369)	(0.289)	(0.291)	(0.289)	(0.290)
	[0.572 - 1.984]	[0.617 - 2.017]	[0.599 - 2.011]	[0.646 - 2.046]	[-0.062 - 1.400]	[-0.058 - 1.393]	[-0.016 - 1.445]	[-0.001 - 1.446]	[0.354 - 1.487]	[0.354 - 1.493]	[0.372 - 1.505]	[0.358 - 1.495]
	0.000	0.000	0.000	0.000	0.073	0.071	0.055	0.050	0.001	0.001	0.001	0.001
2.income	0.415	0.419	0.426	0.491	0.094	0.082	0.096	0.129	-0.943	-0.976	-0.904	-0.944
	(0.689)	(0.689)	(0.693)	(0.698)	(0.710)	(0.712)	(0.713)	(0.717)	(0.650)	(0.643)	(0.648)	(0.644)
	[-0.936 - 1.766]	[-0.931 - 1.770]	[-0.933 - 1.785]	[-0.876 - 1.859]	[-1.297 - 1.486]	[-1.314 - 1.477]	[-1.302 - 1.493]	[-1.277 - 1.534]	[-2.218 - 0.331]	[-2.238 - 0.285]	[-2.173 - 0.365]	[-2.207 - 0.319]
	0.547	0.543	0.539	0.481	0.894	0.909	0.893	0.858	0.147	0.129	0.163	0.143
3.income	-0.120	-0.111	-0.117	-0.062	-0.105	-0.114	-0.128	-0.112	-0.923	-0.948	-0.920	-0.948
	(0.687)	(0.690)	(0.689)	(0.702)	(0.708)	(0.705)	(0.700)	(0.710)	(0.633)	(0.622)	(0.635)	(0.621)
	[-1.466 - 1.227]	[-1.463 - 1.240]	[-1.467 - 1.233]	[-1.437 - 1.313]	[-1.493 - 1.283]	[-1.496 - 1.267]	[-1.499 - 1.243]	[-1.503 - 1.279]	[-2.164 - 0.317]	[-2.167 - 0.271]	[-2.165 - 0.324]	[-2.165 - 0.269]
	0.862	0.872	0.865	0.930	0.882	0.871	0.855	0.875	0.145	0.127	0.147	0.127
4.income	-0.453	-0.446	-0.437	-0.398	-0.780	-0.783	-0.767	-0.752	-0.615	-0.627	-0.590	-0.607
	(0.613)	(0.615)	(0.615)	(0.620)	(0.625)	(0.629)	(0.616)	(0.632)	(0.608)	(0.596)	(0.605)	(0.594)
	[-1.655 - 0.748]	[-1.650 - 0.759]	[-1.642 - 0.769]	[-1.614 - 0.818]	[-2.005 - 0.445]	[-2.016 - 0.451]	[-1.974 - 0.440]	[-1.991 - 0.486]	[-1.806 - 0.576]	[-1.796 - 0.542]	[-1.776 - 0.596]	[-1.770 - 0.557]
	0.460	0.468	0.478	0.521	0.212	0.214	0.213	0.234	0.312	0.293	0.329	0.307
5.income	0.103	0.122	0.095	0.149	-0.513	-0.491	-0.517	-0.468	-0.485	-0.534	-0.490	-0.532
	(0.619)	(0.626)	(0.619)	(0.631)	(0.633)	(0.645)	(0.614)	(0.632)	(0.568)	(0.559)	(0.567)	(0.556)
	[-1.111 - 1.316]	[-1.104 - 1.348]	[-1.118 - 1.308]	[-1.088 - 1.386]	[-1.755 - 0.728]	[-1.756 - 0.774]	[-1.721 - 0.686]	[-1.707 - 0.771]	[-1.599 - 0.629]	[-1.630 - 0.562]	[-1.602 - 0.622]	[-1.623 - 0.558]
	0.868	0.845	0.878	0.813	0.418	0.447	0.399	0.459	0.394	0.339	0.388	0.339
6.income	-0.378	-0.337	-0.360	-0.267	-0.374	-0.379	-0.342	-0.280	-0.868	-0.885	-0.841	-0.890
	(0.603)	(0.603)	(0.603)	(0.613)	(0.600)	(0.608)	(0.590)	(0.616)	(0.580)	(0.568)	(0.580)	(0.574)
	[-1.560 - 0.804]	[-1.519 - 0.845]	[-1.542 - 0.823]	[-1.468 - 0.935]	[-1.550 - 0.803]	[-1.571 - 0.813]	[-1.497 - 0.814]	[-1.487 - 0.927]	[-2.005 - 0.268]	[-1.998 - 0.228]	[-1.977 - 0.296]	[-2.015 - 0.234]
	0.531	0.577	0.551	0.663	0.534	0.533	0.562	0.649	0.134	0.119	0.147	0.121
7.income	-0.269	-0.235	-0.261	-0.191	-0.198	-0.209	-0.191	-0.172	-0.419	-0.459	-0.410	-0.455
	(0.606)	(0.607)	(0.607)	(0.614)	(0.599)	(0.603)	(0.586)	(0.598)	(0.586)	(0.578)	(0.586)	(0.580)
	[-1.457 - 0.919]	[-1.425 - 0.955]	[-1.451 - 0.929]	[-1.395 - 1.013]	[-1.372 - 0.976]	[-1.390 - 0.972]	[-1.338 - 0.957]	[-1.343 - 1.000]	[-1.567 - 0.730]	[-1.593 - 0.675]	[-1.560 - 0.739]	[-1.593 - 0.682]
	0.657	0.698	0.668	0.756	0.741	0.729	0.745	0.774	0.475	0.427	0.484	0.433
8.income	-0.378	-0.341	-0.376	-0.302	-0.365	-0.345	-0.378	-0.321	-0.791	-0.839	-0.778	-0.828
	(0.633)	(0.628)	(0.635)	(0.639)	(0.603)	(0.614)	(0.592)	(0.614)	(0.616)	(0.600)	(0.614)	(0.603)
	[-1.618 - 0.863]	[-1.572 - 0.890]	[-1.620 - 0.868]	[-1.555 - 0.951]	[-1.547 - 0.817]	[-1.548 - 0.858]	[-1.538 - 0.783]	[-1.525 - 0.884]	[-1.998 - 0.416]	[-2.015 - 0.337]	[-1.981 - 0.425]	[-2.010 - 0.355]
	0.551	0.587	0.554	0.636	0.545	0.574	0.523	0.602	0.199	0.162	0.205	0.170
9.income	-0.284	-0.286	-0.286	-0.230	-0.621	-0.619	-0.653	-0.619	-1.212	-1.247	-1.214	-1.251
	(0.606)	(0.604)	(0.607)	(0.613)	(0.589)	(0.600)	(0.576)	(0.599)	(0.564)	(0.555)	(0.562)	(0.556)
	[-1.471 - 0.902]	[-1.470 - 0.897]	[-1.475 - 0.903]	[-1.431 - 0.971]	[-1.776 - 0.533]	[-1.796 - 0.558]	[-1.783 - 0.476]	[-1.793 - 0.555]	[-2.316 - -0.107]	[-2.334 - -0.159]	[-2.316 - -0.112]	[-2.341 - -0.161]
	0.639	0.635	0.637	0.707	0.292	0.303	0.257	0.301	0.032	0.025	0.031	0.025
10.income	0.012	0.027	0.021	0.078	0.130	0.138	0.144	0.201	-0.594	-0.626	-0.577	-0.610
	(0.607)	(0.608)	(0.608)	(0.613)	(0.567)	(0.574)	(0.551)	(0.566)	(0.559)	(0.549)	(0.558)	(0.550)
	[-1.177 - 1.201]	[-1.164 - 1.219]	[-1.170 - 1.212]	[-1.124 - 1.280]	[-0.981 - 1.241]	[-0.987 - 1.263]	[-0.936 - 1.225]	[-0.909 - 1.310]	[-1.689 - 0.502]	[-1.701 - 0.449]	[-1.671 - 0.518]	[-1.687 - 0.467]
	0.984	0.964	0.972	0.899	0.819	0.810	0.794	0.723	0.288	0.254	0.302	0.267
11.income	-0.275	-0.244	-0.277	-0.198	-0.692	-0.681	-0.703	-0.647	-0.561	-0.617	-0.566	-0.626
	(0.596)	(0.597)	(0.596)	(0.605)	(0.573)	(0.581)	(0.558)	(0.575)	(0.576)	(0.566)	(0.575)	(0.568)
	[-1.442 - 0.893]	[-1.415 - 0.927]	[-1.446 - 0.892]	[-1.384 - 0.987]	[-1.816 - 0.431]	[-1.820 - 0.457]	[-1.796 - 0.391]	[-1.774 - 0.480]	[-1.689 - 0.568]	[-1.727 - 0.493]	[-1.694 - 0.562]	[-1.739 - 0.486]
	0.645	0.683	0.642	0.743	0.227	0.241	0.208	0.261	0.330	0.276	0.325	0.270
12.income	-0.184	-0.188	-0.202	-0.168	-0.128	-0.144	-0.181	-0.163	-0.714	-0.718	-0.723	-0.735
	(0.638)	(0.638)	(0.639)	(0.643)	(0.637)	(0.646)	(0.622)	(0.634)	(0.608)	(0.597)	(0.607)	(0.597)
	[-1.434 - 1.066]	[-1.438 - 1.063]	[-1.453 - 1.050]	[-1.428 - 1.093]	[-1.376 - 1.120]	[-1.411 - 1.123]	[-1.400 - 1.038]	[-1.405 - 1.080]	[-1.905 - 0.477]	[-1.888 - 0.453]	[-1.913 - 0.467]	[-1.906 - 0.435]
	0.773	0.769	0.752	0.794	0.841	0.824	0.771	0.798	0.240	0.230	0.234	0.218
13.income	0.281	0.309	0.286	0.356	0.056	0.036	0.044	0.066	-0.400	-0.426	-0.404	-0.443
	(0.600)	(0.603)	(0.601)	(0.611)	(0.564)	(0.571)	(0.547)	(0.565)	(0.571)	(0.559)	(0.569)	(0.560)
	[-0.895 - 1.457]	[-0.872 - 1.490]	[-0.892 - 1.463]	[-0.842 - 1.554]	[-1.050 - 1.162]	[-1.084 - 1.155]	[-1.028 - 1.117]	[-1.042 - 1.174]	[-1.520 - 0.719]	[-1.522 - 0.670]	[-1.520 - 0.712]	[-1.541 - 0.654]
	0.639	0.608	0.634	0.560	0.921	0.950	0.935	0.907	0.483	0.446	0.478	0.429
14.income	-0.070	-0.069	-0.058	-0.018	-0.283	-0.265	-0.279	-0.239	-0.724	-0.760	-0.707	-0.737
	(0.601)	(0.603)	(0.602)	(0.611)	(0.570)	(0.579)	(0.556)	(0.574)	(0.582)	(0.573)	(0.582)	(0.573)
	[-1.248 - 1.108]	[-1.251 - 1.113]	[-1.238 - 1.122]	[-1.215 - 1.178]	[-1.401 - 0.834]	[-1.399 - 0.869]	[-1.370 - 0.811]	[-1.364 - 0.886]	[-1.865 - 0.417]	[-1.883 - 0.363]	[-1.848 - 0.433]	[-1.860 - 0.386]
	0.907	0.909	0.924	0.976	0.619	0.647	0.616	0.677	0.214	0.185	0.224	0.198
15.income	-0.346	-0.329	-0.331	-0.276	-0.491	-0.460	-0.482	-0.431	-0.813	-0.839	-0.802	-0.840
	(0.628)	(0.631)	(0.628)	(0.638)	(0.600)	(0.608)	(0.589)	(0.606)	(0.594)	(0.586)	(0.593)	(0.586)
	[-1.578 - 0.885]	[-1.565 - 0.907]	[-1.563 - 0.901]	[-1.527 - 0.975]	[-1.667 - 0.684]	[-1.652 - 0.733]	[-1.636 - 0.672]	[-1.619 - 0.757]	[-1.977 - 0.352]	[-1.987 - 0.309]	[-1.965 - 0.360]	[-1.988 - 0.308]
	0.581	0.602	0.598	0.666	0.413	0.450	0.413	0.477	0.172	0.152	0.176	0.152
16.income	-0.179	-0.156	-0.174	-0.113	-0.411	-0.399	-0.409	-0.359	-0.647	-0.683	-0.648	-0.687
	(0.647)	(0.650)	(0.647)	(0.657)	(0.625)	(0.632)	(0.612)	(0.628)	(0.634)	(0.627)	(0.634)	(0.629)
	[-1.447 - 1.089]	[-1.430 - 1.117]	[-1.441 - 1.093]	[-1.402 - 1.175]	[-1.636 - 0.815]	[-1.638 - 0.839]	[-1.608 - 0.790]	[-1.590 - 0.873]	[-1.890 - 0.596]	[-1.911 - 0.545]	[-1.891 - 0.595]	[-1.919 - 0.545]
	0.782	0.810	0.788	0.863	0.511	0.527	0.504	0.568	0.308	0.276	0.307	0.275
17.income	0.964	1.001	0.976	1.086	0.911	0.938	0.898	0.972	-0.747	-0.792	-0.738	-0.813
	(0.714)	(0.718)	(0.710)	(0.711)	(0.708)	(0.728)	(0.689)	(0.721)	(0.713)	(0.701)	(0.704)	(0.700)
	[-0.435 - 2.363]	[-0.407 - 2.408]	[-0.416 - 2.368]	[-0.308 - 2.480]	[-0.477 - 2.299]	[-0.489 - 2.366]	[-0.453 - 2.248]	[-0.440 - 2.384]	[-2.144 - 0.650]	[-2.167 - 0.582]	[-2.117 - 0.642]	[-2.186 - 0.560]
	0.177	0.164	0.169	0.127	0.198	0.198	0.193	0.177	0.294	0.259	0.295	0.246
18.income	0.258	0.274	0.250	0.299	-0.210	-0.222	-0.251	-0.229	-0.021	-0.043	-0.045	-0.074
	(0.652)	(0.650)	(0.654)	(0.660)	(0.634)	(0.643)	(0.623)	(0.642)	(0.658)	(0.650)	(0.657)	(0.653)
	[-1.020 - 1.536]	[-1.001 - 1.549]	[-1.032 - 1.531]	[-0.994 - 1.592]	[-1.452 - 1.032]	[-1.482 - 1.038]	[-1.471 - 0.970]	[-1.486 - 1.029]	[-1.310 - 1.267]	[-1.317 - 1.232]	[-1.332 - 1.242]	[-1.354 - 1.207]
	0.692	0.674	0.702	0.651	0.741	0.730	0.687	0.722	0.974	0.948	0.946	0.910
2.housing	0.301	0.292	0.312	0.297	0.281	0.291	0.296	0.306	-0.090	-0.101	-0.083	-0.079
	(0.200)	(0.200)	(0.199)	(0.199)	(0.220)	(0.219)	(0.223)	(0.221)	(0.197)	(0.197)	(0.198)	(0.198)
	[-0.092 - 0.693]	[-0.100 - 0.684]	[-0.079 - 0.703]	[-0.093 - 0.686]	[-0.150 - 0.712]	[-0.137 - 0.720]	[-0.141 - 0.732]	[-0.126 - 0.739]	[-0.476 - 0.297]	[-0.487 - 0.286]	[-0.470 - 0.305]	[-0.466 - 0.309]
	0.133	0.144	0.118	0.136	0.201	0.182	0.184	0.165	0.649	0.610	0.676	0.691
3.housing	-0.081	-0.074	-0.076	-0.104	-0.079	-0.043	-0.093	-0.036	0.764	0.747	0.755	0.763
	(0.547)	(0.545)	(0.541)	(0.537)	(0.563)	(0.545)	(0.558)	(0.543)	(0.464)	(0.471)	(0.458)	(0.462)
	[-1.152 - 0.990]	[-1.141 - 0.994]	[-1.135 - 0.984]	[-1.156 - 0.948]	[-1.182 - 1.024]	[-1.112 - 1.026]	[-1.187 - 1.000]	[-1.099 - 1.028]	[-0.145 - 1.674]	[-0.176 - 1.670]	[-0.143 - 1.652]	[-0.143 - 1.669]
	0.882	0.892	0.889	0.846	0.888	0.937	0.867	0.948	0.100	0.113	0.100	0.099
2.home_type	-0.476	-0.467	-0.478	-0.457	-0.271	-0.293	-0.275	-0.267	-0.262	-0.220	-0.261	-0.255
	(0.236)	(0.236)	(0.237)	(0.240)	(0.271)	(0.276)	(0.269)	(0.272)	(0.238)	(0.238)	(0.239)	(0.237)
	[-0.938 - -0.013]	[-0.929 - -0.005]	[-0.941 - -0.014]	[-0.927 - 0.014]	[-0.802 - 0.260]	[-0.835 - 0.248]	[-0.803 - 0.252]	[-0.800 - 0.267]	[-0.728 - 0.205]	[-0.686 - 0.245]	[-0.730 - 0.207]	[-0.721 - 0.210]
	0.044	0.048	0.044	0.057	0.317	0.289	0.306	0.327	0.272	0.354	0.274	0.282
3.home_type	-0.490	-0.480	-0.508	-0.483	-0.562	-0.564	-0.607	-0.596	0.067	0.085	0.045	0.038
	(0.227)	(0.225)	(0.228)	(0.225)	(0.249)	(0.246)	(0.252)	(0.249)	(0.216)	(0.215)	(0.217)	(0.216)
	[-0.935 - -0.045]	[-0.921 - -0.039]	[-0.954 - -0.062]	[-0.925 - -0.042]	[-1.050 - -0.074]	[-1.047 - -0.081]	[-1.102 - -0.113]	[-1.084 - -0.109]	[-0.355 - 0.490]	[-0.336 - 0.505]	[-0.379 - 0.469]	[-0.386 - 0.462]
	0.031	0.033	0.026	0.032	0.024	0.022	0.016	0.017	0.755	0.693	0.835	0.859
4.home_type	0.850	0.878	0.840	0.873	0.497	0.493	0.483	0.478	0.197	0.200	0.175	0.162
	(0.356)	(0.354)	(0.356)	(0.356)	(0.372)	(0.373)	(0.377)	(0.378)	(0.342)	(0.348)	(0.342)	(0.347)
	[0.153 - 1.547]	[0.184 - 1.572]	[0.143 - 1.537]	[0.176 - 1.570]	[-0.233 - 1.227]	[-0.239 - 1.225]	[-0.256 - 1.222]	[-0.262 - 1.218]	[-0.474 - 0.867]	[-0.481 - 0.881]	[-0.496 - 0.846]	[-0.518 - 0.842]
	0.017	0.013	0.018	0.014	0.182	0.187	0.200	0.206	0.565	0.564	0.609	0.641
5.home_type	-1.299	-1.313	-1.274	-1.213	-1.514	-1.516	-1.349	-1.299	0.630	0.503	0.663	0.564
	(1.095)	(1.105)	(1.087)	(1.085)	(0.963)	(0.971)	(1.024)	(1.052)	(1.159)	(1.148)	(1.120)	(1.147)
	[-3.446 - 0.848]	[-3.480 - 0.853]	[-3.405 - 0.856]	[-3.339 - 0.913]	[-3.400 - 0.373]	[-3.419 - 0.387]	[-3.356 - 0.659]	[-3.360 - 0.762]	[-1.641 - 2.902]	[-1.747 - 2.753]	[-1.533 - 2.859]	[-1.684 - 2.812]
	0.236	0.235	0.241	0.264	0.116	0.118	0.188	0.217	0.587	0.661	0.554	0.623
1.internet	0.049	0.061	0.059	0.068	-0.154	-0.153	-0.141	-0.133	0.135	0.121	0.133	0.127
	(0.242)	(0.241)	(0.242)	(0.242)	(0.275)	(0.274)	(0.281)	(0.278)	(0.239)	(0.236)	(0.239)	(0.237)
	[-0.425 - 0.523]	[-0.412 - 0.534]	[-0.416 - 0.533]	[-0.405 - 0.542]	[-0.694 - 0.386]	[-0.690 - 0.385]	[-0.692 - 0.410]	[-0.678 - 0.412]	[-0.334 - 0.604]	[-0.341 - 0.584]	[-0.335 - 0.601]	[-0.338 - 0.593]
	0.839	0.800	0.808	0.777	0.575	0.577	0.617	0.633	0.572	0.607	0.578	0.592
2.phoneservice	-0.279	-0.324	-0.286	-0.332	-0.651	-0.684	-0.683	-0.759	0.392	0.397	0.379	0.405
	(0.359)	(0.355)	(0.361)	(0.357)	(0.371)	(0.368)	(0.375)	(0.369)	(0.339)	(0.334)	(0.338)	(0.337)
	[-0.982 - 0.425]	[-1.020 - 0.372]	[-0.993 - 0.421]	[-1.032 - 0.367]	[-1.378 - 0.077]	[-1.404 - 0.037]	[-1.419 - 0.053]	[-1.482 - -0.036]	[-0.272 - 1.056]	[-0.259 - 1.052]	[-0.284 - 1.042]	[-0.255 - 1.065]
	0.438	0.362	0.428	0.352	0.080	0.063	0.069	0.040	0.247	0.235	0.262	0.229
3.phoneservice	-0.068	-0.113	-0.076	-0.131	-0.446	-0.477	-0.495	-0.581	0.184	0.190	0.162	0.197
	(0.376)	(0.371)	(0.377)	(0.374)	(0.398)	(0.395)	(0.403)	(0.401)	(0.360)	(0.356)	(0.360)	(0.359)
	[-0.804 - 0.668]	[-0.841 - 0.614]	[-0.814 - 0.663]	[-0.864 - 0.602]	[-1.227 - 0.334]	[-1.251 - 0.298]	[-1.285 - 0.296]	[-1.368 - 0.206]	[-0.522 - 0.890]	[-0.507 - 0.887]	[-0.544 - 0.867]	[-0.506 - 0.900]
	0.857	0.760	0.841	0.726	0.262	0.228	0.220	0.148	0.609	0.592	0.654	0.583
4.phoneservice	-0.230	-0.274	-0.222	-0.268	-0.564	-0.602	-0.569	-0.650	0.502	0.508	0.500	0.528
	(0.356)	(0.352)	(0.358)	(0.354)	(0.374)	(0.370)	(0.379)	(0.371)	(0.334)	(0.331)	(0.334)	(0.333)
	[-0.929 - 0.468]	[-0.965 - 0.416]	[-0.924 - 0.481]	[-0.963 - 0.427]	[-1.297 - 0.170]	[-1.328 - 0.124]	[-1.311 - 0.173]	[-1.377 - 0.078]	[-0.154 - 1.158]	[-0.140 - 1.156]	[-0.155 - 1.155]	[-0.124 - 1.181]
	0.518	0.436	0.536	0.449	0.132	0.104	0.133	0.080	0.133	0.125	0.134	0.112
5.phoneservice	0.414	0.350	0.412	0.326	-1.629	-1.747	-1.726	-1.914	-0.023	-0.008	-0.108	-0.036
	(0.858)	(0.819)	(0.861)	(0.812)	(0.823)	(0.817)	(0.821)	(0.808)	(0.872)	(0.903)	(0.870)	(0.909)
	[-1.267 - 2.094]	[-1.255 - 1.954]	[-1.276 - 2.099]	[-1.266 - 1.917]	[-3.242 - -0.016]	[-3.348 - -0.147]	[-3.336 - -0.116]	[-3.498 - -0.331]	[-1.732 - 1.686]	[-1.778 - 1.763]	[-1.814 - 1.598]	[-1.818 - 1.746]
	0.630	0.669	0.632	0.688	0.048	0.032	0.036	0.018	0.979	0.993	0.901	0.968
52.device	-0.547	-0.534	-0.556	-0.529	-0.206	-0.218	-0.232	-0.238	-0.567	-0.560	-0.580	-0.595
	(0.154)	(0.153)	(0.155)	(0.154)	(0.171)	(0.171)	(0.171)	(0.171)	(0.155)	(0.155)	(0.155)	(0.156)
	[-0.849 - -0.244]	[-0.834 - -0.233]	[-0.860 - -0.252]	[-0.831 - -0.227]	[-0.542 - 0.130]	[-0.553 - 0.117]	[-0.568 - 0.104]	[-0.572 - 0.096]	[-0.870 - -0.264]	[-0.863 - -0.256]	[-0.884 - -0.277]	[-0.900 - -0.290]
	0.000	0.000	0.000	0.001	0.229	0.203	0.176	0.163	0.000	0.000	0.000	0.000
53.device	-0.079	-0.079	-0.085	-0.080	0.274	0.259	0.263	0.241	0.168	0.152	0.144	0.140
	(0.277)	(0.277)	(0.276)	(0.279)	(0.302)	(0.297)	(0.297)	(0.290)	(0.277)	(0.274)	(0.276)	(0.276)
	[-0.621 - 0.463]	[-0.621 - 0.462]	[-0.627 - 0.456]	[-0.625 - 0.466]	[-0.319 - 0.866]	[-0.323 - 0.842]	[-0.320 - 0.846]	[-0.328 - 0.809]	[-0.374 - 0.710]	[-0.385 - 0.688]	[-0.396 - 0.684]	[-0.401 - 0.682]
	0.775	0.774	0.757	0.775	0.365	0.383	0.376	0.406	0.544	0.580	0.601	0.612
2.durint	-1.374	-1.311	-1.391	-1.273	-1.456	-1.513	-1.460	-1.456	0.811	0.753	0.787	0.698
	(0.760)	(0.755)	(0.756)	(0.755)	(0.751)	(0.731)	(0.754)	(0.733)	(0.703)	(0.693)	(0.699)	(0.694)
	[-2.865 - 0.116]	[-2.791 - 0.168]	[-2.873 - 0.091]	[-2.752 - 0.206]	[-2.927 - 0.016]	[-2.946 - -0.080]	[-2.937 - 0.018]	[-2.893 - -0.019]	[-0.566 - 2.189]	[-0.605 - 2.112]	[-0.584 - 2.158]	[-0.662 - 2.058]
	0.071	0.082	0.066	0.092	0.053	0.038	0.053	0.047	0.248	0.277	0.260	0.314
3.durint	-1.476	-1.405	-1.490	-1.371	-1.365	-1.416	-1.362	-1.367	0.901	0.849	0.884	0.801
	(0.769)	(0.763)	(0.765)	(0.763)	(0.762)	(0.743)	(0.764)	(0.744)	(0.715)	(0.705)	(0.712)	(0.706)
	[-2.984 - 0.031]	[-2.901 - 0.091]	[-2.990 - 0.009]	[-2.866 - 0.124]	[-2.860 - 0.129]	[-2.872 - 0.039]	[-2.860 - 0.136]	[-2.824 - 0.090]	[-0.502 - 2.303]	[-0.533 - 2.231]	[-0.512 - 2.280]	[-0.583 - 2.185]
	0.055	0.066	0.051	0.072	0.073	0.057	0.075	0.066	0.208	0.229	0.215	0.257
4.durint	-1.310	-1.196	-1.325	-1.146	-1.885	-1.941	-1.888	-1.889	0.535	0.408	0.509	0.373
	(0.817)	(0.813)	(0.812)	(0.811)	(0.839)	(0.822)	(0.840)	(0.818)	(0.767)	(0.755)	(0.762)	(0.756)
	[-2.912 - 0.292]	[-2.789 - 0.398]	[-2.916 - 0.266]	[-2.736 - 0.443]	[-3.530 - -0.239]	[-3.552 - -0.331]	[-3.534 - -0.243]	[-3.493 - -0.286]	[-0.968 - 2.037]	[-1.071 - 1.888]	[-0.984 - 2.002]	[-1.109 - 1.855]
	0.109	0.141	0.103	0.158	0.025	0.018	0.024	0.021	0.486	0.588	0.504	0.622
5.durint	-1.635	-1.589	-1.662	-1.560	-2.070	-2.157	-2.090	-2.131	0.731	0.681	0.698	0.618
	(0.798)	(0.791)	(0.794)	(0.791)	(0.825)	(0.800)	(0.825)	(0.802)	(0.740)	(0.728)	(0.737)	(0.730)
	[-3.200 - -0.071]	[-3.140 - -0.038]	[-3.218 - -0.107]	[-3.111 - -0.010]	[-3.687 - -0.453]	[-3.725 - -0.588]	[-3.706 - -0.473]	[-3.702 - -0.559]	[-0.720 - 2.181]	[-0.747 - 2.108]	[-0.746 - 2.143]	[-0.813 - 2.049]
	0.040	0.045	0.036	0.049	0.012	0.007	0.011	0.008	0.323	0.350	0.343	0.398
2.treat	-0.413	-0.371	-0.398	-0.263	-0.339	-0.286	-0.314	-0.371	-0.203	-0.468	-0.182	-0.392
	(0.163)	(0.271)	(0.163)	(0.408)	(0.178)	(0.291)	(0.179)	(0.420)	(0.164)	(0.259)	(0.164)	(0.365)
	[-0.733 - -0.093]	[-0.903 - 0.160]	[-0.717 - -0.079]	[-1.064 - 0.537]	[-0.688 - 0.010]	[-0.856 - 0.284]	[-0.665 - 0.037]	[-1.194 - 0.452]	[-0.525 - 0.118]	[-0.976 - 0.041]	[-0.503 - 0.138]	[-1.106 - 0.323]
	0.011	0.171	0.015	0.519	0.057	0.325	0.079	0.377	0.215	0.071	0.265	0.283
3.treat	-0.240	-0.372	-0.237	-0.441	-0.258	-0.413	-0.255	-0.863	0.047	-0.116	0.051	0.117
	(0.161)	(0.279)	(0.161)	(0.427)	(0.182)	(0.301)	(0.184)	(0.478)	(0.166)	(0.276)	(0.166)	(0.390)
	[-0.555 - 0.075]	[-0.918 - 0.175]	[-0.552 - 0.078]	[-1.279 - 0.396]	[-0.616 - 0.099]	[-1.003 - 0.178]	[-0.616 - 0.105]	[-1.801 - 0.074]	[-0.278 - 0.372]	[-0.656 - 0.425]	[-0.273 - 0.376]	[-0.648 - 0.882]
	0.135	0.183	0.140	0.302	0.157	0.171	0.165	0.071	0.777	0.675	0.756	0.764
1.partyid3	-0.087	-0.197			-0.017	0.059			0.090	-0.177		
	(0.163)	(0.260)			(0.169)	(0.272)			(0.163)	(0.270)		
	[-0.406 - 0.232]	[-0.706 - 0.313]			[-0.348 - 0.315]	[-0.475 - 0.592]			[-0.228 - 0.409]	[-0.705 - 0.352]		
	0.592	0.449			0.921	0.830			0.578	0.513		
3.partyid3	-0.246	-0.179			-0.591	-0.831			-0.349	-0.533		
	(0.170)	(0.284)			(0.223)	(0.390)			(0.167)	(0.289)		
	[-0.579 - 0.088]	[-0.736 - 0.378]			[-1.027 - -0.155]	[-1.595 - -0.067]			[-0.677 - -0.021]	[-1.101 - 0.034]		
	0.149	0.530			0.008	0.033			0.037	0.066		
1b.treat#1o.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
1b.treat#2b.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
1b.treat#3o.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
2.treat#1.partyid3		0.171				-0.214				0.350		
		(0.377)				(0.408)				(0.379)		
		[-0.567 - 0.909]				[-1.013 - 0.586]				[-0.393 - 1.093]		
		0.650				0.600				0.356		
2o.treat#2b.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
2.treat#3.partyid3		-0.412				0.058				0.548		
		(0.396)				(0.502)				(0.399)		
		[-1.189 - 0.365]				[-0.925 - 1.041]				[-0.234 - 1.331]		
		0.299				0.908				0.170		
3.treat#1.partyid3		0.217				-0.031				0.493		
		(0.391)				(0.413)				(0.397)		
