	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)
	spk_r4	spk_r5	spk_r6	spk_r7	col_r4	col_r5	col_r6	col_r7	lib_r4	lib_r5	lib_r6	lib_r7
VARIABLES	spk	spk	spk	spk	col	col	col	col	lib	lib	lib	lib
												
spk	.	.	.	.								
	(.)	(.)	(.)	(.)								
	[. - .]	[. - .]	[. - .]	[. - .]								
	.	.	.	.								
	[0.125 - 0.393]	[0.134 - 0.399]	[0.130 - 0.398]	[0.140 - 0.406]	[-0.016 - 0.230]	[-0.017 - 0.227]	[-0.008 - 0.237]	[-0.007 - 0.236]	[0.074 - 0.313]	[0.074 - 0.313]	[0.078 - 0.317]	[0.075 - 0.315]
	0.000	0.000	0.000	0.000	0.089	0.092	0.066	0.064	0.002	0.001	0.001	0.001
2.income	0.095	0.094	0.096	0.107	0.018	0.017	0.020	0.024	-0.191	-0.198	-0.184	-0.192
	(0.141)	(0.140)	(0.141)	(0.141)	(0.131)	(0.131)	(0.130)	(0.130)	(0.142)	(0.142)	(0.141)	(0.141)
	[-0.182 - 0.372]	[-0.181 - 0.369]	[-0.181 - 0.373]	[-0.169 - 0.383]	[-0.238 - 0.274]	[-0.239 - 0.273]	[-0.235 - 0.276]	[-0.230 - 0.279]	[-0.469 - 0.087]	[-0.476 - 0.080]	[-0.460 - 0.092]	[-0.469 - 0.086]
	0.500	0.502	0.498	0.446	0.890	0.896	0.877	0.851	0.178	0.163	0.192	0.175
3.income	-0.022	-0.020	-0.022	-0.010	-0.015	-0.017	-0.016	-0.015	-0.192	-0.197	-0.192	-0.198
	(0.137)	(0.137)	(0.137)	(0.138)	(0.120)	(0.119)	(0.118)	(0.119)	(0.134)	(0.133)	(0.134)	(0.133)
	[-0.291 - 0.247]	[-0.288 - 0.248]	[-0.290 - 0.246]	[-0.280 - 0.260]	[-0.250 - 0.221]	[-0.251 - 0.216]	[-0.248 - 0.216]	[-0.248 - 0.218]	[-0.455 - 0.071]	[-0.458 - 0.064]	[-0.455 - 0.071]	[-0.458 - 0.062]
	0.873	0.882	0.873	0.945	0.904	0.883	0.894	0.900	0.153	0.138	0.152	0.135
4.income	-0.080	-0.081	-0.079	-0.073	-0.118	-0.119	-0.116	-0.116	-0.130	-0.134	-0.126	-0.130
	(0.122)	(0.121)	(0.122)	(0.122)	(0.100)	(0.100)	(0.098)	(0.100)	(0.128)	(0.127)	(0.128)	(0.127)
	[-0.319 - 0.158]	[-0.319 - 0.157]	[-0.318 - 0.160]	[-0.313 - 0.167]	[-0.314 - 0.078]	[-0.316 - 0.077]	[-0.309 - 0.077]	[-0.312 - 0.081]	[-0.382 - 0.122]	[-0.384 - 0.116]	[-0.378 - 0.126]	[-0.379 - 0.119]
	0.508	0.504	0.517	0.550	0.238	0.234	0.238	0.248	0.311	0.294	0.327	0.306
5.income	0.031	0.033	0.028	0.038	-0.068	-0.065	-0.070	-0.062	-0.100	-0.109	-0.101	-0.108
	(0.121)	(0.121)	(0.120)	(0.122)	(0.099)	(0.099)	(0.096)	(0.097)	(0.120)	(0.119)	(0.120)	(0.119)
	[-0.207 - 0.268]	[-0.205 - 0.271]	[-0.208 - 0.265]	[-0.200 - 0.277]	[-0.262 - 0.125]	[-0.259 - 0.130]	[-0.258 - 0.119]	[-0.253 - 0.129]	[-0.336 - 0.136]	[-0.343 - 0.125]	[-0.337 - 0.135]	[-0.341 - 0.124]
	0.801	0.786	0.814	0.752	0.488	0.513	0.467	0.523	0.406	0.360	0.403	0.361
6.income	-0.072	-0.066	-0.069	-0.052	-0.062	-0.065	-0.058	-0.051	-0.182	-0.183	-0.176	-0.185
	(0.120)	(0.119)	(0.120)	(0.121)	(0.099)	(0.100)	(0.098)	(0.101)	(0.124)	(0.123)	(0.124)	(0.123)
	[-0.308 - 0.164]	[-0.300 - 0.168]	[-0.305 - 0.166]	[-0.289 - 0.186]	[-0.256 - 0.133]	[-0.260 - 0.131]	[-0.249 - 0.134]	[-0.249 - 0.146]	[-0.425 - 0.062]	[-0.423 - 0.058]	[-0.419 - 0.067]	[-0.427 - 0.057]
	0.548	0.581	0.562	0.669	0.534	0.515	0.555	0.610	0.143	0.137	0.155	0.134
7.income	-0.047	-0.041	-0.047	-0.033	-0.025	-0.026	-0.023	-0.020	-0.082	-0.090	-0.081	-0.090
	(0.122)	(0.122)	(0.122)	(0.123)	(0.105)	(0.105)	(0.104)	(0.104)	(0.125)	(0.125)	(0.125)	(0.124)
	[-0.287 - 0.192]	[-0.280 - 0.197]	[-0.286 - 0.192]	[-0.273 - 0.208]	[-0.231 - 0.182]	[-0.232 - 0.179]	[-0.226 - 0.180]	[-0.224 - 0.184]	[-0.328 - 0.164]	[-0.335 - 0.154]	[-0.327 - 0.164]	[-0.334 - 0.154]
	0.699	0.733	0.701	0.790	0.815	0.801	0.823	0.847	0.512	0.470	0.517	0.470
8.income	-0.073	-0.068	-0.074	-0.060	-0.057	-0.057	-0.057	-0.052	-0.157	-0.166	-0.155	-0.164
	(0.128)	(0.126)	(0.128)	(0.128)	(0.102)	(0.103)	(0.101)	(0.102)	(0.132)	(0.130)	(0.131)	(0.130)
	[-0.325 - 0.178]	[-0.316 - 0.180]	[-0.325 - 0.177]	[-0.311 - 0.190]	[-0.257 - 0.144]	[-0.259 - 0.144]	[-0.254 - 0.141]	[-0.252 - 0.149]	[-0.415 - 0.101]	[-0.420 - 0.089]	[-0.412 - 0.102]	[-0.419 - 0.090]
	0.566	0.591	0.563	0.637	0.579	0.576	0.574	0.611	0.233	0.201	0.237	0.206
9.income	-0.051	-0.054	-0.053	-0.042	-0.101	-0.101	-0.102	-0.098	-0.253	-0.259	-0.253	-0.261
	(0.121)	(0.120)	(0.120)	(0.121)	(0.097)	(0.098)	(0.095)	(0.097)	(0.120)	(0.119)	(0.119)	(0.119)
	[-0.288 - 0.185]	[-0.288 - 0.181]	[-0.289 - 0.183]	[-0.279 - 0.195]	[-0.290 - 0.089]	[-0.292 - 0.090]	[-0.288 - 0.083]	[-0.288 - 0.093]	[-0.488 - -0.019]	[-0.493 - -0.026]	[-0.487 - -0.020]	[-0.494 - -0.028]
	0.670	0.655	0.660	0.727	0.298	0.300	0.280	0.315	0.034	0.029	0.034	0.028
10.income	0.006	0.007	0.006	0.017	0.038	0.037	0.040	0.044	-0.126	-0.133	-0.123	-0.130
	(0.121)	(0.121)	(0.121)	(0.121)	(0.097)	(0.098)	(0.095)	(0.097)	(0.118)	(0.117)	(0.118)	(0.117)
	[-0.232 - 0.243]	[-0.230 - 0.243]	[-0.230 - 0.243]	[-0.220 - 0.255]	[-0.153 - 0.229]	[-0.155 - 0.229]	[-0.147 - 0.227]	[-0.145 - 0.234]	[-0.358 - 0.106]	[-0.362 - 0.097]	[-0.354 - 0.109]	[-0.359 - 0.099]
	0.963	0.956	0.957	0.886	0.696	0.706	0.676	0.646	0.287	0.258	0.298	0.267
11.income	-0.049	-0.045	-0.050	-0.036	-0.102	-0.099	-0.102	-0.093	-0.116	-0.125	-0.117	-0.128
	(0.119)	(0.119)	(0.119)	(0.120)	(0.095)	(0.095)	(0.092)	(0.094)	(0.121)	(0.120)	(0.121)	(0.120)
	[-0.283 - 0.184]	[-0.278 - 0.187]	[-0.283 - 0.182]	[-0.270 - 0.199]	[-0.287 - 0.084]	[-0.286 - 0.087]	[-0.283 - 0.079]	[-0.278 - 0.091]	[-0.353 - 0.122]	[-0.361 - 0.110]	[-0.353 - 0.120]	[-0.363 - 0.107]
	0.678	0.703	0.671	0.766	0.281	0.296	0.271	0.320	0.339	0.296	0.334	0.285
12.income	-0.032	-0.035	-0.037	-0.031	-0.017	-0.019	-0.024	-0.022	-0.149	-0.147	-0.150	-0.153
	(0.127)	(0.127)	(0.127)	(0.128)	(0.109)	(0.109)	(0.108)	(0.108)	(0.128)	(0.127)	(0.128)	(0.126)
	[-0.282 - 0.218]	[-0.284 - 0.214]	[-0.286 - 0.213]	[-0.281 - 0.219]	[-0.232 - 0.198]	[-0.234 - 0.196]	[-0.235 - 0.187]	[-0.233 - 0.189]	[-0.401 - 0.103]	[-0.396 - 0.103]	[-0.402 - 0.101]	[-0.401 - 0.095]
	0.802	0.783	0.774	0.808	0.877	0.862	0.826	0.836	0.248	0.248	0.240	0.227
13.income	0.066	0.070	0.066	0.078	0.018	0.014	0.017	0.019	-0.078	-0.083	-0.079	-0.088
	(0.120)	(0.120)	(0.120)	(0.121)	(0.097)	(0.098)	(0.095)	(0.097)	(0.120)	(0.119)	(0.120)	(0.119)
	[-0.169 - 0.301]	[-0.165 - 0.304]	[-0.169 - 0.300]	[-0.158 - 0.315]	[-0.173 - 0.209]	[-0.178 - 0.205]	[-0.169 - 0.203]	[-0.170 - 0.209]	[-0.313 - 0.158]	[-0.316 - 0.149]	[-0.314 - 0.156]	[-0.320 - 0.145]
	0.583	0.560	0.582	0.516	0.853	0.887	0.855	0.842	0.518	0.482	0.510	0.460
14.income	-0.008	-0.009	-0.006	0.001	-0.045	-0.043	-0.041	-0.036	-0.146	-0.153	-0.143	-0.150
	(0.121)	(0.120)	(0.120)	(0.121)	(0.097)	(0.098)	(0.095)	(0.097)	(0.123)	(0.122)	(0.123)	(0.122)
	[-0.244 - 0.229]	[-0.245 - 0.227]	[-0.242 - 0.230]	[-0.236 - 0.239]	[-0.236 - 0.146]	[-0.235 - 0.149]	[-0.228 - 0.146]	[-0.226 - 0.154]	[-0.388 - 0.095]	[-0.393 - 0.086]	[-0.385 - 0.098]	[-0.389 - 0.088]
	0.949	0.939	0.959	0.991	0.647	0.659	0.668	0.713	0.235	0.210	0.243	0.217
15.income	-0.064	-0.062	-0.062	-0.052	-0.071	-0.068	-0.068	-0.060	-0.164	-0.169	-0.162	-0.168
	(0.127)	(0.127)	(0.127)	(0.128)	(0.101)	(0.102)	(0.099)	(0.101)	(0.125)	(0.124)	(0.125)	(0.124)
	[-0.314 - 0.186]	[-0.312 - 0.187]	[-0.311 - 0.187]	[-0.304 - 0.199]	[-0.269 - 0.127]	[-0.267 - 0.131]	[-0.263 - 0.127]	[-0.258 - 0.138]	[-0.409 - 0.081]	[-0.412 - 0.075]	[-0.406 - 0.083]	[-0.411 - 0.074]
	0.615	0.624	0.625	0.685	0.485	0.505	0.496	0.550	0.190	0.174	0.195	0.174
16.income	-0.033	-0.030	-0.033	-0.022	-0.062	-0.064	-0.061	-0.055	-0.133	-0.140	-0.134	-0.142
	(0.131)	(0.131)	(0.131)	(0.132)	(0.105)	(0.106)	(0.103)	(0.105)	(0.135)	(0.134)	(0.134)	(0.134)
	[-0.291 - 0.224]	[-0.287 - 0.227]	[-0.289 - 0.224]	[-0.281 - 0.237]	[-0.269 - 0.144]	[-0.271 - 0.144]	[-0.263 - 0.142]	[-0.262 - 0.151]	[-0.397 - 0.131]	[-0.402 - 0.122]	[-0.398 - 0.129]	[-0.404 - 0.120]
	0.800	0.818	0.803	0.869	0.555	0.549	0.559	0.600	0.324	0.294	0.319	0.288
17.income	0.220	0.225	0.221	0.240	0.184	0.187	0.185	0.192	-0.150	-0.160	-0.149	-0.163
	(0.143)	(0.143)	(0.142)	(0.141)	(0.141)	(0.143)	(0.137)	(0.140)	(0.152)	(0.150)	(0.150)	(0.150)
	[-0.060 - 0.501]	[-0.056 - 0.505]	[-0.057 - 0.499]	[-0.037 - 0.516]	[-0.091 - 0.460]	[-0.093 - 0.467]	[-0.084 - 0.453]	[-0.083 - 0.467]	[-0.447 - 0.148]	[-0.454 - 0.134]	[-0.443 - 0.146]	[-0.456 - 0.130]
	0.124	0.117	0.120	0.089	0.190	0.191	0.177	0.171	0.324	0.287	0.322	0.275
18.income	0.071	0.073	0.068	0.077	-0.036	-0.036	-0.041	-0.037	-0.019	-0.021	-0.024	-0.030
	(0.134)	(0.133)	(0.134)	(0.134)	(0.112)	(0.112)	(0.111)	(0.112)	(0.131)	(0.131)	(0.131)	(0.131)
	[-0.191 - 0.334]	[-0.187 - 0.334]	[-0.194 - 0.331]	[-0.186 - 0.341]	[-0.255 - 0.184]	[-0.257 - 0.184]	[-0.258 - 0.176]	[-0.256 - 0.183]	[-0.276 - 0.238]	[-0.277 - 0.235]	[-0.281 - 0.232]	[-0.287 - 0.226]
	0.595	0.582	0.609	0.565	0.751	0.746	0.712	0.745	0.884	0.874	0.852	0.816
2.housing	0.063	0.061	0.065	0.061	0.046	0.047	0.048	0.050	-0.020	-0.022	-0.018	-0.017
	(0.042)	(0.041)	(0.042)	(0.041)	(0.038)	(0.038)	(0.038)	(0.038)	(0.041)	(0.041)	(0.041)	(0.041)
	[-0.019 - 0.144]	[-0.020 - 0.142]	[-0.017 - 0.146]	[-0.020 - 0.142]	[-0.029 - 0.121]	[-0.027 - 0.121]	[-0.027 - 0.124]	[-0.025 - 0.125]	[-0.100 - 0.061]	[-0.102 - 0.058]	[-0.098 - 0.062]	[-0.097 - 0.064]
	0.131	0.141	0.119	0.138	0.230	0.213	0.209	0.190	0.633	0.596	0.660	0.681
3.housing	-0.014	-0.011	-0.013	-0.017	-0.016	-0.012	-0.017	-0.009	0.145	0.145	0.142	0.145
	(0.104)	(0.103)	(0.103)	(0.103)	(0.093)	(0.091)	(0.092)	(0.090)	(0.091)	(0.093)	(0.090)	(0.092)
	[-0.218 - 0.190]	[-0.213 - 0.192]	[-0.215 - 0.190]	[-0.219 - 0.184]	[-0.197 - 0.166]	[-0.191 - 0.168]	[-0.197 - 0.163]	[-0.186 - 0.169]	[-0.034 - 0.324]	[-0.038 - 0.328]	[-0.035 - 0.319]	[-0.036 - 0.325]
	0.894	0.917	0.902	0.865	0.867	0.899	0.853	0.922	0.113	0.121	0.116	0.117
2.home_type	-0.093	-0.092	-0.094	-0.090	-0.034	-0.037	-0.035	-0.035	-0.057	-0.050	-0.057	-0.056
	(0.047)	(0.047)	(0.047)	(0.048)	(0.041)	(0.041)	(0.040)	(0.041)	(0.050)	(0.050)	(0.051)	(0.050)
	[-0.186 - -0.000]	[-0.185 - 0.000]	[-0.187 - -0.001]	[-0.184 - 0.004]	[-0.114 - 0.046]	[-0.118 - 0.044]	[-0.114 - 0.044]	[-0.115 - 0.044]	[-0.156 - 0.041]	[-0.148 - 0.049]	[-0.157 - 0.042]	[-0.155 - 0.043]
	0.049	0.051	0.048	0.060	0.404	0.375	0.386	0.387	0.255	0.320	0.259	0.266
3.home_type	-0.097	-0.096	-0.101	-0.097	-0.092	-0.093	-0.099	-0.099	0.007	0.010	0.002	0.001
	(0.046)	(0.045)	(0.046)	(0.045)	(0.041)	(0.041)	(0.041)	(0.041)	(0.044)	(0.044)	(0.044)	(0.044)
	[-0.187 - -0.007]	[-0.185 - -0.007]	[-0.191 - -0.011]	[-0.186 - -0.007]	[-0.172 - -0.011]	[-0.172 - -0.013]	[-0.180 - -0.018]	[-0.179 - -0.019]	[-0.080 - 0.093]	[-0.076 - 0.095]	[-0.084 - 0.089]	[-0.086 - 0.087]
	0.034	0.035	0.028	0.034	0.025	0.023	0.017	0.016	0.876	0.825	0.958	0.985
4.home_type	0.183	0.189	0.181	0.189	0.085	0.084	0.082	0.082	0.043	0.043	0.039	0.036
	(0.077)	(0.077)	(0.077)	(0.077)	(0.073)	(0.073)	(0.074)	(0.073)	(0.076)	(0.076)	(0.076)	(0.076)
	[0.031 - 0.334]	[0.038 - 0.340]	[0.029 - 0.333]	[0.038 - 0.341]	[-0.059 - 0.228]	[-0.059 - 0.227]	[-0.063 - 0.227]	[-0.062 - 0.226]	[-0.105 - 0.191]	[-0.107 - 0.192]	[-0.109 - 0.187]	[-0.114 - 0.186]
	0.018	0.014	0.020	0.014	0.249	0.250	0.269	0.267	0.570	0.575	0.607	0.636
5.home_type	-0.216	-0.220	-0.213	-0.206	-0.202	-0.193	-0.193	-0.185	0.119	0.092	0.124	0.103
	(0.180)	(0.184)	(0.185)	(0.192)	(0.118)	(0.120)	(0.128)	(0.132)	(0.254)	(0.251)	(0.245)	(0.251)
	[-0.570 - 0.137]	[-0.580 - 0.140]	[-0.575 - 0.149]	[-0.582 - 0.171]	[-0.433 - 0.029]	[-0.428 - 0.042]	[-0.445 - 0.058]	[-0.444 - 0.075]	[-0.379 - 0.617]	[-0.400 - 0.584]	[-0.357 - 0.605]	[-0.388 - 0.595]
	0.230	0.230	0.249	0.284	0.087	0.108	0.132	0.164	0.640	0.714	0.613	0.680
1.internet	0.012	0.015	0.013	0.015	-0.025	-0.024	-0.024	-0.022	0.027	0.024	0.026	0.025
	(0.050)	(0.050)	(0.050)	(0.050)	(0.048)	(0.048)	(0.048)	(0.047)	(0.052)	(0.051)	(0.052)	(0.051)
	[-0.086 - 0.110]	[-0.083 - 0.112]	[-0.085 - 0.111]	[-0.083 - 0.112]	[-0.119 - 0.069]	[-0.118 - 0.069]	[-0.118 - 0.071]	[-0.114 - 0.071]	[-0.074 - 0.129]	[-0.076 - 0.124]	[-0.075 - 0.127]	[-0.075 - 0.126]
	0.808	0.766	0.791	0.767	0.605	0.607	0.623	0.648	0.597	0.638	0.611	0.622
2.phoneservice	-0.045	-0.053	-0.047	-0.055	-0.101	-0.104	-0.106	-0.114	0.078	0.079	0.075	0.079
	(0.076)	(0.075)	(0.076)	(0.075)	(0.067)	(0.065)	(0.068)	(0.066)	(0.072)	(0.071)	(0.072)	(0.072)
	[-0.194 - 0.104]	[-0.200 - 0.094]	[-0.197 - 0.102]	[-0.203 - 0.093]	[-0.232 - 0.030]	[-0.232 - 0.024]	[-0.239 - 0.026]	[-0.243 - 0.015]	[-0.064 - 0.220]	[-0.060 - 0.219]	[-0.067 - 0.217]	[-0.062 - 0.220]
	0.551	0.480	0.534	0.466	0.129	0.110	0.116	0.084	0.282	0.266	0.301	0.272
3.phoneservice	-0.001	-0.010	-0.003	-0.013	-0.072	-0.076	-0.078	-0.088	0.035	0.037	0.030	0.037
	(0.080)	(0.079)	(0.080)	(0.080)	(0.069)	(0.068)	(0.070)	(0.069)	(0.077)	(0.076)	(0.078)	(0.077)
	[-0.158 - 0.155]	[-0.165 - 0.145]	[-0.161 - 0.154]	[-0.170 - 0.143]	[-0.208 - 0.064]	[-0.210 - 0.058]	[-0.216 - 0.060]	[-0.224 - 0.048]	[-0.117 - 0.187]	[-0.113 - 0.187]	[-0.122 - 0.183]	[-0.114 - 0.189]
	0.987	0.900	0.966	0.866	0.299	0.264	0.267	0.205	0.650	0.627	0.695	0.630
4.phoneservice	-0.037	-0.045	-0.036	-0.044	-0.087	-0.090	-0.086	-0.094	0.103	0.104	0.102	0.107
	(0.075)	(0.075)	(0.076)	(0.075)	(0.068)	(0.067)	(0.069)	(0.067)	(0.072)	(0.071)	(0.072)	(0.072)
	[-0.185 - 0.111]	[-0.191 - 0.101]	[-0.185 - 0.112]	[-0.190 - 0.103]	[-0.220 - 0.047]	[-0.221 - 0.040]	[-0.221 - 0.048]	[-0.225 - 0.036]	[-0.038 - 0.244]	[-0.035 - 0.242]	[-0.039 - 0.243]	[-0.034 - 0.247]
	0.621	0.546	0.633	0.558	0.202	0.174	0.209	0.157	0.151	0.143	0.156	0.136
5.phoneservice	0.096	0.086	0.094	0.081	-0.258	-0.276	-0.269	-0.293	-0.002	0.002	-0.019	-0.005
	(0.177)	(0.172)	(0.178)	(0.169)	(0.112)	(0.111)	(0.111)	(0.107)	(0.190)	(0.192)	(0.192)	(0.196)
	[-0.251 - 0.444]	[-0.250 - 0.423]	[-0.254 - 0.443]	[-0.250 - 0.413]	[-0.478 - -0.039]	[-0.493 - -0.059]	[-0.487 - -0.052]	[-0.502 - -0.083]	[-0.375 - 0.371]	[-0.376 - 0.379]	[-0.395 - 0.357]	[-0.390 - 0.379]
	0.587	0.615	0.595	0.631	0.021	0.013	0.015	0.006	0.992	0.993	0.920	0.978
52.device	-0.116	-0.113	-0.118	-0.112	-0.033	-0.036	-0.037	-0.039	-0.116	-0.114	-0.118	-0.120
	(0.032)	(0.032)	(0.033)	(0.032)	(0.029)	(0.028)	(0.029)	(0.028)	(0.032)	(0.032)	(0.032)	(0.032)
	[-0.180 - -0.053]	[-0.176 - -0.050]	[-0.182 - -0.054]	[-0.176 - -0.049]	[-0.090 - 0.023]	[-0.092 - 0.020]	[-0.094 - 0.019]	[-0.095 - 0.017]	[-0.178 - -0.054]	[-0.175 - -0.052]	[-0.180 - -0.056]	[-0.182 - -0.058]
	0.000	0.000	0.000	0.001	0.243	0.205	0.192	0.170	0.000	0.000	0.000	0.000
53.device	-0.022	-0.021	-0.023	-0.022	0.035	0.030	0.032	0.026	0.038	0.036	0.034	0.034
	(0.060)	(0.061)	(0.060)	(0.061)	(0.049)	(0.049)	(0.049)	(0.048)	(0.057)	(0.057)	(0.057)	(0.057)
	[-0.140 - 0.097]	[-0.140 - 0.097]	[-0.141 - 0.095]	[-0.141 - 0.098]	[-0.062 - 0.132]	[-0.066 - 0.125]	[-0.064 - 0.129]	[-0.069 - 0.120]	[-0.074 - 0.150]	[-0.075 - 0.147]	[-0.078 - 0.146]	[-0.078 - 0.145]
	0.717	0.723	0.704	0.721	0.483	0.546	0.511	0.592	0.506	0.526	0.553	0.556
2.durint	-0.255	-0.242	-0.256	-0.232	-0.275	-0.283	-0.275	-0.273	0.169	0.157	0.164	0.147
	(0.128)	(0.128)	(0.128)	(0.128)	(0.153)	(0.149)	(0.151)	(0.147)	(0.156)	(0.154)	(0.155)	(0.154)
	[-0.506 - -0.004]	[-0.492 - 0.009]	[-0.506 - -0.005]	[-0.483 - 0.019]	[-0.575 - 0.024]	[-0.575 - 0.010]	[-0.571 - 0.022]	[-0.562 - 0.016]	[-0.136 - 0.474]	[-0.144 - 0.458]	[-0.141 - 0.468]	[-0.155 - 0.449]
	0.047	0.059	0.045	0.070	0.071	0.058	0.069	0.064	0.278	0.307	0.292	0.341
3.durint	-0.277	-0.262	-0.277	-0.253	-0.261	-0.268	-0.259	-0.258	0.189	0.178	0.186	0.170
	(0.130)	(0.130)	(0.130)	(0.130)	(0.154)	(0.151)	(0.153)	(0.149)	(0.158)	(0.156)	(0.158)	(0.156)
	[-0.533 - -0.022]	[-0.517 - -0.007]	[-0.532 - -0.022]	[-0.509 - 0.002]	[-0.564 - 0.041]	[-0.563 - 0.028]	[-0.558 - 0.040]	[-0.550 - 0.034]	[-0.121 - 0.499]	[-0.127 - 0.484]	[-0.124 - 0.495]	[-0.136 - 0.476]
	0.033	0.044	0.033	0.052	0.090	0.076	0.090	0.083	0.232	0.252	0.239	0.277
4.durint	-0.242	-0.217	-0.242	-0.206	-0.326	-0.335	-0.324	-0.323	0.115	0.091	0.109	0.083
	(0.141)	(0.141)	(0.141)	(0.141)	(0.159)	(0.156)	(0.157)	(0.154)	(0.168)	(0.165)	(0.167)	(0.166)
	[-0.519 - 0.036]	[-0.494 - 0.060]	[-0.519 - 0.034]	[-0.483 - 0.071]	[-0.638 - -0.015]	[-0.640 - -0.030]	[-0.633 - -0.015]	[-0.625 - -0.022]	[-0.213 - 0.444]	[-0.233 - 0.414]	[-0.218 - 0.437]	[-0.242 - 0.408]
	0.088	0.125	0.086	0.145	0.040	0.032	0.040	0.035	0.492	0.583	0.512	0.616
5.durint	-0.312	-0.301	-0.314	-0.294	-0.372	-0.382	-0.374	-0.377	0.154	0.145	0.147	0.132
	(0.136)	(0.136)	(0.136)	(0.136)	(0.158)	(0.154)	(0.156)	(0.152)	(0.164)	(0.161)	(0.163)	(0.161)
	[-0.579 - -0.045]	[-0.567 - -0.035]	[-0.580 - -0.048]	[-0.560 - -0.027]	[-0.682 - -0.062]	[-0.684 - -0.079]	[-0.680 - -0.068]	[-0.675 - -0.078]	[-0.167 - 0.475]	[-0.171 - 0.461]	[-0.172 - 0.467]	[-0.184 - 0.449]
	0.022	0.027	0.021	0.031	0.019	0.013	0.017	0.013	0.346	0.368	0.366	0.412
2.treat	-0.088	-0.039	-0.085	-0.031	-0.052	-0.082	-0.048	-0.065	-0.039	-0.019	-0.034	-0.052
	(0.034)	(0.056)	(0.034)	(0.050)	(0.030)	(0.051)	(0.030)	(0.045)	(0.034)	(0.057)	(0.034)	(0.050)
	[-0.154 - -0.022]	[-0.148 - 0.071]	[-0.151 - -0.019]	[-0.128 - 0.067]	[-0.111 - 0.006]	[-0.182 - 0.017]	[-0.107 - 0.010]	[-0.152 - 0.022]	[-0.105 - 0.028]	[-0.131 - 0.094]	[-0.101 - 0.032]	[-0.150 - 0.046]
	0.009	0.491	0.012	0.537	0.076	0.105	0.104	0.144	0.252	0.744	0.309	0.295
3.treat	-0.053	-0.031	-0.052	-0.027	-0.047	-0.086	-0.047	-0.077	0.011	0.075	0.011	0.029
	(0.035)	(0.059)	(0.035)	(0.051)	(0.031)	(0.051)	(0.031)	(0.045)	(0.034)	(0.056)	(0.034)	(0.049)
	[-0.120 - 0.015]	[-0.146 - 0.084]	[-0.120 - 0.015]	[-0.128 - 0.073]	[-0.108 - 0.013]	[-0.187 - 0.015]	[-0.108 - 0.013]	[-0.164 - 0.011]	[-0.056 - 0.078]	[-0.034 - 0.184]	[-0.056 - 0.078]	[-0.068 - 0.126]
	0.127	0.597	0.131	0.595	0.124	0.094	0.126	0.085	0.754	0.177	0.740	0.559
2.partyid3	0.018	0.046			0.001	-0.012			-0.017	0.041		
	(0.034)	(0.055)			(0.031)	(0.053)			(0.033)	(0.056)		
	[-0.049 - 0.085]	[-0.062 - 0.154]			[-0.060 - 0.061]	[-0.117 - 0.093]			[-0.081 - 0.047]	[-0.068 - 0.150]		
	0.595	0.405			0.981	0.825			0.605	0.462		
3.partyid3	-0.033	0.008			-0.085	-0.140			-0.092	-0.074		
	(0.039)	(0.059)			(0.036)	(0.056)			(0.038)	(0.060)		
	[-0.110 - 0.043]	[-0.107 - 0.123]			[-0.156 - -0.014]	[-0.250 - -0.030]			[-0.167 - -0.017]	[-0.193 - 0.044]		
	0.389	0.887			0.019	0.013			0.017	0.219		
1b.treat#1b.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
1b.treat#2o.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
1b.treat#3o.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
2o.treat#1b.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
2.treat#2.partyid3		-0.044				0.030				-0.076		
		(0.079)				(0.073)				(0.079)		
		[-0.199 - 0.110]				[-0.112 - 0.172]				[-0.230 - 0.078]		
		0.573				0.678				0.333		
2.treat#3.partyid3		-0.125				0.060				0.038		
		(0.082)				(0.070)				(0.087)		
		[-0.286 - 0.036]				[-0.078 - 0.198]				[-0.133 - 0.208]		
		0.127				0.390				0.666		
3o.treat#1b.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
3.treat#2.partyid3		-0.049				0.012				-0.102		
		(0.084)				(0.075)				(0.079)		
		[-0.214 - 0.115]				[-0.136 - 0.159]				[-0.257 - 0.052]		
		0.557				0.877				0.194		
3.treat#3.partyid3		-0.016				0.117				-0.093		
		(0.085)				(0.076)				(0.084)		
		[-0.183 - 0.152]				[-0.032 - 0.266]				[-0.258 - 0.072]		
		0.853				0.123				0.271		
2.partyid3l			0.026	0.054			0.028	0.049			-0.022	-0.007
			(0.043)	(0.069)			(0.039)	(0.067)			(0.039)	(0.069)
