	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
	spk_r1	spk_r2	spk_r3	col_r1	col_r2	col_r3	lib_r1	lib_r2	lib_r3
VARIABLES	spk	spk	spk	col	col	col	lib	lib	lib
									
spk	.	.	.						
	(.)	(.)	(.)						
	[. - .]	[. - .]	[. - .]						
	.	.	.						
13.income	0.258	0.296	0.317	0.026	0.066	0.046	-0.435	-0.392	-0.366
	(0.588)	(0.595)	(0.596)	(0.547)	(0.561)	(0.571)	(0.561)	(0.572)	(0.557)
	[-0.894 - 1.410]	[-0.869 - 1.461]	[-0.850 - 1.484]	[-1.045 - 1.098]	[-1.034 - 1.166]	[-1.073 - 1.166]	[-1.535 - 0.664]	[-1.513 - 0.728]	[-1.456 - 0.725]
	0.661	0.619	0.595	0.962	0.907	0.935	0.438	0.492	0.511
14.income	-0.103	-0.056	-0.070	-0.263	-0.258	-0.256	-0.753	-0.708	-0.684
	(0.588)	(0.595)	(0.596)	(0.553)	(0.569)	(0.582)	(0.573)	(0.583)	(0.569)
	[-1.256 - 1.049]	[-1.223 - 1.111]	[-1.239 - 1.099]	[-1.347 - 0.821]	[-1.373 - 0.857]	[-1.395 - 0.884]	[-1.877 - 0.370]	[-1.852 - 0.435]	[-1.800 - 0.431]
	0.860	0.925	0.907	0.634	0.651	0.660	0.189	0.225	0.229
15.income	-0.360	-0.317	-0.316	-0.487	-0.443	-0.437	-0.833	-0.788	-0.777
	(0.615)	(0.624)	(0.626)	(0.581)	(0.597)	(0.607)	(0.581)	(0.596)	(0.583)
	[-1.566 - 0.845]	[-1.540 - 0.906]	[-1.543 - 0.911]	[-1.626 - 0.653]	[-1.612 - 0.727]	[-1.626 - 0.751]	[-1.971 - 0.306]	[-1.956 - 0.380]	[-1.920 - 0.366]
	0.558	0.612	0.613	0.403	0.458	0.471	0.152	0.186	0.183
16.income	-0.220	-0.177	-0.169	-0.458	-0.427	-0.425	-0.708	-0.643	-0.618
	(0.635)	(0.641)	(0.642)	(0.614)	(0.622)	(0.633)	(0.628)	(0.636)	(0.626)
	[-1.465 - 1.026]	[-1.432 - 1.079]	[-1.428 - 1.090]	[-1.661 - 0.745]	[-1.645 - 0.792]	[-1.665 - 0.815]	[-1.939 - 0.522]	[-1.890 - 0.603]	[-1.844 - 0.609]
	0.730	0.783	0.792	0.455	0.493	0.502	0.259	0.312	0.324
17.income	0.954	0.980	1.007	0.886	0.914	0.919	-0.744	-0.747	-0.751
	(0.700)	(0.704)	(0.702)	(0.692)	(0.694)	(0.710)	(0.712)	(0.706)	(0.694)
	[-0.419 - 2.326]	[-0.399 - 2.359]	[-0.369 - 2.383]	[-0.471 - 2.243]	[-0.446 - 2.275]	[-0.472 - 2.311]	[-2.139 - 0.652]	[-2.131 - 0.637]	[-2.111 - 0.610]
	0.173	0.164	0.151	0.201	0.188	0.195	0.297	0.290	0.279
18.income	0.167	0.263	0.264	-0.194	-0.212	-0.231	-0.045	-0.019	-0.001
	(0.636)	(0.646)	(0.644)	(0.612)	(0.629)	(0.640)	(0.639)	(0.660)	(0.647)
	[-1.079 - 1.414]	[-1.004 - 1.529]	[-0.998 - 1.527]	[-1.394 - 1.005]	[-1.445 - 1.020]	[-1.486 - 1.024]	[-1.298 - 1.208]	[-1.311 - 1.274]	[-1.269 - 1.268]
	0.793	0.685	0.682	0.751	0.736	0.718	0.944	0.978	0.999
2.housing	0.322	0.310	0.297	0.314	0.298	0.310	-0.060	-0.085	-0.087
	(0.198)	(0.199)	(0.199)	(0.219)	(0.219)	(0.218)	(0.197)	(0.197)	(0.197)
	[-0.066 - 0.710]	[-0.080 - 0.700]	[-0.092 - 0.686]	[-0.116 - 0.744]	[-0.131 - 0.727]	[-0.118 - 0.738]	[-0.446 - 0.325]	[-0.472 - 0.301]	[-0.474 - 0.300]
	0.104	0.119	0.135	0.153	0.173	0.156	0.759	0.666	0.660
3.housing	-0.081	-0.048	-0.057	-0.152	-0.041	-0.011	0.702	0.800	0.767
	(0.556)	(0.554)	(0.560)	(0.605)	(0.584)	(0.571)	(0.460)	(0.462)	(0.462)
	[-1.171 - 1.008]	[-1.134 - 1.039]	[-1.155 - 1.041]	[-1.338 - 1.034]	[-1.185 - 1.104]	[-1.129 - 1.107]	[-0.199 - 1.603]	[-0.106 - 1.705]	[-0.138 - 1.672]
	0.884	0.932	0.919	0.801	0.944	0.985	0.127	0.083	0.097
2.home_type	-0.490	-0.471	-0.461	-0.317	-0.261	-0.286	-0.286	-0.255	-0.234
	(0.236)	(0.237)	(0.236)	(0.273)	(0.274)	(0.276)	(0.239)	(0.239)	(0.237)
	[-0.951 - -0.028]	[-0.935 - -0.007]	[-0.924 - 0.002]	[-0.851 - 0.217]	[-0.798 - 0.276]	[-0.827 - 0.254]	[-0.753 - 0.182]	[-0.723 - 0.213]	[-0.698 - 0.229]
	0.038	0.047	0.051	0.245	0.341	0.298	0.231	0.286	0.322
3.home_type	-0.488	-0.488	-0.480	-0.575	-0.560	-0.568	0.069	0.064	0.074
	(0.226)	(0.227)	(0.226)	(0.247)	(0.249)	(0.248)	(0.215)	(0.217)	(0.217)
	[-0.930 - -0.046]	[-0.934 - -0.042]	[-0.923 - -0.037]	[-1.059 - -0.092]	[-1.049 - -0.071]	[-1.054 - -0.082]	[-0.353 - 0.491]	[-0.361 - 0.489]	[-0.352 - 0.499]
	0.031	0.032	0.034	0.020	0.025	0.022	0.750	0.767	0.734
4.home_type	0.813	0.831	0.852	0.422	0.463	0.431	0.167	0.178	0.187
	(0.356)	(0.354)	(0.353)	(0.379)	(0.371)	(0.372)	(0.344)	(0.342)	(0.344)
	[0.114 - 1.511]	[0.136 - 1.526]	[0.160 - 1.543]	[-0.320 - 1.164]	[-0.263 - 1.190]	[-0.297 - 1.159]	[-0.506 - 0.841]	[-0.492 - 0.848]	[-0.488 - 0.862]
	0.023	0.019	0.016	0.265	0.212	0.246	0.626	0.602	0.587
5.home_type	-1.237	-1.284	-1.244	-1.421	-1.371	-1.303	0.723	0.643	0.523
	(1.089)	(1.069)	(1.071)	(0.959)	(1.000)	(1.003)	(1.176)	(1.141)	(1.169)
	[-3.371 - 0.898]	[-3.380 - 0.811]	[-3.342 - 0.855]	[-3.301 - 0.460]	[-3.331 - 0.589]	[-3.269 - 0.664]	[-1.582 - 3.029]	[-1.592 - 2.879]	[-1.769 - 2.814]
	0.256	0.230	0.245	0.139	0.171	0.194	0.539	0.573	0.655
1.internet	0.069	0.046	0.054	-0.113	-0.162	-0.164	0.145	0.130	0.125
	(0.240)	(0.241)	(0.240)	(0.274)	(0.277)	(0.277)	(0.239)	(0.239)	(0.237)
	[-0.401 - 0.538]	[-0.426 - 0.518]	[-0.417 - 0.524]	[-0.650 - 0.423]	[-0.706 - 0.381]	[-0.706 - 0.378]	[-0.324 - 0.614]	[-0.338 - 0.598]	[-0.340 - 0.589]
	0.774	0.849	0.823	0.679	0.559	0.554	0.544	0.587	0.599
2.phoneservice	-0.263	-0.279	-0.295	-0.637	-0.649	-0.648	0.379	0.388	0.395
	(0.353)	(0.360)	(0.358)	(0.366)	(0.369)	(0.368)	(0.330)	(0.344)	(0.339)
	[-0.956 - 0.429]	[-0.985 - 0.427]	[-0.997 - 0.406]	[-1.354 - 0.079]	[-1.372 - 0.073]	[-1.369 - 0.073]	[-0.267 - 1.025]	[-0.286 - 1.062]	[-0.270 - 1.060]
	0.456	0.438	0.409	0.081	0.078	0.078	0.250	0.259	0.245
3.phoneservice	-0.053	-0.068	-0.091	-0.453	-0.460	-0.464	0.191	0.175	0.196
	(0.370)	(0.377)	(0.375)	(0.394)	(0.398)	(0.397)	(0.352)	(0.366)	(0.361)
	[-0.779 - 0.673]	[-0.807 - 0.670]	[-0.826 - 0.643]	[-1.226 - 0.319]	[-1.240 - 0.320]	[-1.242 - 0.314]	[-0.499 - 0.881]	[-0.541 - 0.892]	[-0.512 - 0.904]
	0.886	0.856	0.808	0.250	0.248	0.242	0.587	0.632	0.588
4.phoneservice	-0.239	-0.228	-0.242	-0.566	-0.557	-0.549	0.494	0.504	0.509
	(0.351)	(0.357)	(0.356)	(0.366)	(0.371)	(0.369)	(0.325)	(0.339)	(0.334)
	[-0.927 - 0.448]	[-0.929 - 0.472]	[-0.939 - 0.455]	[-1.284 - 0.152]	[-1.283 - 0.170]	[-1.273 - 0.174]	[-0.143 - 1.132]	[-0.161 - 1.169]	[-0.146 - 1.165]
	0.495	0.523	0.496	0.122	0.133	0.137	0.129	0.137	0.127
5.phoneservice	0.382	0.414	0.411	-1.707	-1.629	-1.671	-0.115	-0.041	0.000
	(0.848)	(0.859)	(0.821)	(0.822)	(0.833)	(0.827)	(0.888)	(0.869)	(0.891)
	[-1.280 - 2.044]	[-1.269 - 2.097]	[-1.198 - 2.019]	[-3.319 - -0.095]	[-3.262 - 0.004]	[-3.292 - -0.049]	[-1.855 - 1.625]	[-1.745 - 1.662]	[-1.746 - 1.746]
	0.652	0.630	0.617	0.038	0.051	0.043	0.897	0.962	1.000
52.device	-0.547	-0.542	-0.529	-0.203	-0.195	-0.215	-0.564	-0.564	-0.557
	(0.153)	(0.155)	(0.153)	(0.169)	(0.172)	(0.171)	(0.153)	(0.155)	(0.154)
	[-0.847 - -0.247]	[-0.845 - -0.239]	[-0.829 - -0.229]	[-0.534 - 0.128]	[-0.532 - 0.142]	[-0.550 - 0.120]	[-0.863 - -0.264]	[-0.866 - -0.261]	[-0.860 - -0.254]
	0.000	0.000	0.001	0.229	0.257	0.207	0.000	0.000	0.000
53.device	-0.088	-0.087	-0.081	0.249	0.265	0.262	0.164	0.163	0.163
	(0.275)	(0.277)	(0.277)	(0.300)	(0.299)	(0.295)	(0.275)	(0.278)	(0.275)
	[-0.628 - 0.451]	[-0.629 - 0.455]	[-0.623 - 0.461]	[-0.339 - 0.838]	[-0.320 - 0.850]	[-0.316 - 0.841]	[-0.375 - 0.703]	[-0.382 - 0.708]	[-0.376 - 0.703]
	0.748	0.753	0.769	0.406	0.374	0.374	0.552	0.558	0.553
2.durint	-1.305	-1.419	-1.349	-1.276	-1.514	-1.548	0.955	0.747	0.726
	(0.772)	(0.744)	(0.743)	(0.801)	(0.764)	(0.747)	(0.670)	(0.689)	(0.677)
	[-2.819 - 0.208]	[-2.877 - 0.039]	[-2.806 - 0.108]	[-2.846 - 0.294]	[-3.012 - -0.017]	[-3.012 - -0.084]	[-0.359 - 2.269]	[-0.602 - 2.097]	[-0.601 - 2.053]
	0.091	0.057	0.070	0.111	0.047	0.038	0.154	0.278	0.284
3.durint	-1.426	-1.527	-1.459	-1.175	-1.430	-1.475	1.066	0.836	0.824
	(0.782)	(0.753)	(0.752)	(0.814)	(0.776)	(0.758)	(0.683)	(0.701)	(0.688)
	[-2.958 - 0.107]	[-3.003 - -0.051]	[-2.933 - 0.015]	[-2.771 - 0.420]	[-2.951 - 0.091]	[-2.961 - 0.011]	[-0.273 - 2.405]	[-0.538 - 2.209]	[-0.525 - 2.174]
	0.068	0.043	0.052	0.149	0.065	0.052	0.119	0.233	0.231
4.durint	-1.245	-1.369	-1.244	-1.670	-1.960	-1.986	0.704	0.448	0.378
	(0.828)	(0.802)	(0.801)	(0.890)	(0.851)	(0.841)	(0.734)	(0.751)	(0.741)
	[-2.868 - 0.378]	[-2.940 - 0.202]	[-2.813 - 0.326]	[-3.413 - 0.074]	[-3.627 - -0.292]	[-3.635 - -0.338]	[-0.735 - 2.144]	[-1.025 - 1.921]	[-1.075 - 1.831]
	0.133	0.088	0.120	0.061	0.021	0.018	0.337	0.551	0.610
5.durint	-1.590	-1.693	-1.632	-1.884	-2.159	-2.209	0.861	0.658	0.640
	(0.807)	(0.782)	(0.782)	(0.859)	(0.832)	(0.812)	(0.710)	(0.728)	(0.717)
	[-3.172 - -0.009]	[-3.226 - -0.159]	[-3.164 - -0.100]	[-3.568 - -0.200]	[-3.791 - -0.527]	[-3.801 - -0.617]	[-0.531 - 2.254]	[-0.768 - 2.085]	[-0.765 - 2.044]
	0.049	0.030	0.037	0.028	0.009	0.007	0.225	0.366	0.372
2.treat	-0.411	-0.389	0.105	-0.330	-0.293	-0.513	-0.185	-0.178	-0.327
	(0.162)	(0.163)	(0.348)	(0.178)	(0.181)	(0.353)	(0.163)	(0.163)	(0.362)
	[-0.729 - -0.093]	[-0.709 - -0.069]	[-0.576 - 0.787]	[-0.680 - 0.019]	[-0.647 - 0.061]	[-1.204 - 0.178]	[-0.504 - 0.134]	[-0.498 - 0.142]	[-1.036 - 0.382]
	0.011	0.017	0.762	0.064	0.105	0.146	0.255	0.275	0.366
3.treat	-0.261	-0.235	-0.123	-0.298	-0.250	-0.740	0.036	0.053	0.489
	(0.159)	(0.161)	(0.345)	(0.180)	(0.182)	(0.355)	(0.164)	(0.166)	(0.364)
	[-0.572 - 0.050]	[-0.550 - 0.081]	[-0.799 - 0.552]	[-0.651 - 0.056]	[-0.607 - 0.107]	[-1.436 - -0.044]	[-0.286 - 0.358]	[-0.272 - 0.377]	[-0.225 - 1.203]
	0.100	0.145	0.720	0.099	0.170	0.037	0.827	0.751	0.179
partyid7		-0.055	-0.011		-0.129	-0.188		-0.112	-0.089
		(0.038)	(0.056)		(0.044)	(0.064)		(0.037)	(0.056)
		[-0.129 - 0.020]	[-0.120 - 0.099]		[-0.216 - -0.042]	[-0.314 - -0.063]		[-0.184 - -0.040]	[-0.199 - 0.021]
		0.149	0.850		0.004	0.003		0.002	0.113
1b.treat#co.partyid7			0.000			0.000			0.000
			(0.000)			(0.000)			(0.000)
			[0.000 - 0.000]			[0.000 - 0.000]			[0.000 - 0.000]
			.			.			.
2.treat#c.partyid7			-0.128			0.062			0.038
			(0.080)			(0.088)			(0.082)
			[-0.285 - 0.028]			[-0.111 - 0.236]			[-0.124 - 0.199]
			0.109			0.481			0.648
3.treat#c.partyid7			-0.030			0.136			-0.109
			(0.079)			(0.091)			(0.081)
			[-0.186 - 0.126]			[-0.043 - 0.314]			[-0.268 - 0.050]
			0.707			0.136			0.178
col				.	.	.			
				(.)	(.)	(.)			
				[. - .]	[. - .]	[. - .]			
				.	.	.			
lib							.	.	.
							(.)	(.)	(.)
							[. - .]	[. - .]	[. - .]
							.	.	.
Constant	1.928	2.295	2.020	1.476	2.330	2.627	0.318	1.101	1.004
	(1.069)	(1.078)	(1.071)	(1.088)	(1.115)	(1.116)	(1.025)	(1.069)	(1.055)
	[-0.167 - 4.023]	[0.181 - 4.408]	[-0.079 - 4.120]	[-0.657 - 3.608]	[0.145 - 4.516]	[0.440 - 4.815]	[-1.691 - 2.327]	[-0.994 - 3.196]	[-1.065 - 3.072]
	0.071	0.033	0.059	0.175	0.037	0.019	0.756	0.303	0.342
									
Observations	2,016	2,009	2,009	2,012	2,005	2,005	2,009	2,002	2,002
Robust standard errors in brackets									
